student_id,yil,rol,tier,gercek,tahmin,residual,kare_hata,agirlik,agirlikli_katki,katki_pct,v42_tahmin,sub2_tahmin,proje_kalite,teknik_mulakat,cgpa,kaldigi_ders,mentor_metni
STU_002676,2024,Backend Developer,Tier 2,100.0,75.58,24.42,596.4,1.512,901.7,0.109,77.0,73.84,46.85,44.09,3.12,1,"Yüksek kodlama ve problem çözme becerilerinle projeni oldukça iyi bir seviyeye taşıdın. Backend geliştirme konusundaki yeteneğin dikkat çekici, ancak daha kaliteli projeler üzerinde çalışarak portföyünü zenginleştirmeni öneririm."
STU_000254,2026,Backend Developer,Tier 1,89.32,68.32,21.0,440.9,2.035,897.3,0.108,69.4,67.01,40.35,38.65,3.53,1,"Yüksek not ortalaman ve sunum becerilerin, projelerindeki başarıda önemli bir rol oynadı. Ancak, teknik bilgi seviyenin arttırılması, backend geliştirme alanındaki potansiyelinden faydalanmanı sağlayacaktır."
STU_001520,2024,DevOps Engineer,Tier 4,98.97,74.62,24.35,593.0,1.512,896.5,0.108,75.48,73.57,65.93,27.02,3.4,2,"DevOps mühendisliği hedefi doğrultusunda sergilediği güçlü teknik beceriler ve projelerdeki aktif katılımı, bu öğrencinin potansiyelini gözler önüne seriyor. Ancak, iletişim ve teknik mülakat performansındaki zayıflıklar, daha fazla özveri gerektiren alanlar olarak dikkat çekiyor."
STU_003738,2025,AI Engineer,Tier 2,51.75,73.69,-21.94,481.3,1.845,887.8,0.107,75.35,71.66,56.73,68.43,2.98,0,"Yapay zeka alanındaki bilgisi ve makine öğrenimi konusundaki tutkusu, onu potansiyelli bir AI mühendisi olarak öne çıkarıyor. Geliştirilmesi gereken iletişim becerileri olsa da, devops alanındaki yüksek başarısı ve proje deneyimleri onu değerli bir ekip üyesi yapıyor. Daha fazla pratik tecrübe edinmek, kariyerinde önemli bir adım olacaktır."
STU_006630,2025,Cloud Engineer,Tier 2,56.03,77.93,-21.9,479.5,1.845,884.6,0.107,77.37,78.61,48.01,67.29,3.07,1,"Bulut mühendisliği alanında güçlü bir ilgi ve potansiyel sergiliyor. GitHub'daki katkıları ve proje uygulamaları, onu bu alanda kıymetli bir aday yapıyor. Fakat iletişim becerilerini geliştirerek, takım çalışmasında daha etkili olabileceğini düşünüyorum."
STU_009643,2024,Frontend Developer,Tier 2,83.0,58.85,24.15,583.5,1.512,882.0,0.107,60.37,56.98,45.61,38.85,3.63,3,"Bu öğrenci, elektrik mühendisliği alanında başarı ile ilerliyor ve frontend geliştirme kariyerinde kendini geliştirmek için istekli. Ancak, teknik mülakat ve iletişim becerilerinde gösterdiği sonuçlar, daha fazla deneyim ve pratik gerektirebilir."
STU_001413,2026,Data Scientist,Tier 1,51.96,72.65,-20.69,428.2,2.035,871.5,0.105,70.48,75.3,31.72,64.24,3.94,0,"Veri bilimci olarak kariyer hedefleyen bu öğrencinin problem çözme becerileri ve veri yapıları konusundaki yeterliliği gözle görülür derecede etkileyici. Bununla birlikte, proje kalitesini artırmak ve staj deneyimlerini daha fazla geliştirmek, onu sektörde daha rekabetçi hale getirecektir."
STU_009001,2025,DevOps Engineer,Tier 1,59.12,80.83,-21.71,471.5,1.845,869.7,0.105,80.25,81.54,64.81,65.99,4.0,2,"Gözlemlerim, projelerinde ve portföyünde GitHub rehberliğinin önemli bir rol oynadığını gösteriyor. Özellikle bulut altyapısı ve DevOps konularındaki ilgisi, pratik deneyim kazandıkça daha da derinleşebilir."
STU_009837,2025,AI Engineer,Tier 2,58.91,80.58,-21.67,469.7,1.845,866.5,0.105,80.4,80.81,58.08,93.5,3.31,3,"Mükemmel bir teknik görüş ve problem çözme yeteneği ile dikkat çeken bu öğrenci, AI mühendisliği hedefinde belirli bir çaba göstermekte. Ancak, iletişim ve takım çalışması alanlarında daha fazla gelişim sağlayabilirse, kariyerinde önemli adımlar atacağına inanıyorum."
STU_004647,2026,Backend Developer,Tier 3,54.39,75.0,-20.61,424.6,2.035,864.1,0.104,73.7,76.58,48.21,93.09,3.79,3,"Teknik bilgi birikimin ve teknik mülakat başarın, seni backend geliştirici pozisyonu için iyi bir aday yapıyor. Ancak, veritabanı ve proje kalitesi konularında daha fazla tecrübe edinmen gerektiğini düşünüyorum. Özellikle daha fazla gerçek müşteri projeleri üstlenmek, kariyerin için faydalı olacaktır."
STU_009529,2023,Software Developer,Tier 3,84.56,55.02,29.54,872.6,0.989,863.2,0.104,53.07,57.41,38.26,24.5,3.32,5,"Yazılım geliştirme alanındaki çok yönlülüğünüz üst düzey yapısal bilgiyi yansıtırken, iletişim becerilerinizdeki eksiklikler dikkat çekiyor. Özellikle projelerinizi ve çalışmalarınızı daha etkili sunabilmek için iletişim ve liderlik alanlarında gelişim göstermeyi hedeflemelisiniz."
STU_000585,2025,Cybersecurity Analyst,Tier 4,42.76,64.37,-21.61,466.8,1.845,861.1,0.104,63.83,65.02,61.94,34.69,3.26,0,"Siber güvenlik analisti olarak kariyer hedefleyen bu öğrencinin, problem çözme ve kodlama becerileri gelişme aşamasında. İletişim yetenekleri üzerinde daha fazla çalışması gerekmekle birlikte, portföyünde yer alan projeler ona güzel bir avantaj sağlıyor. DevOps ve makine öğrenimi konularındaki bilgilerini derinleştirmek, gelecekteki başarıları için faydalı olacaktır."
STU_007715,2026,AI Engineer,Tier 3,70.23,90.77,-20.54,422.0,2.035,858.8,0.104,92.7,88.42,96.83,51.72,3.05,1,"Proje kaliten ve staj deneyimlerin, AI mühendisliği alanındaki potansiyelini destekliyor. İletişim ve takım çalışması becerilerini güçlendirmen, başarılarını daha da artıracaktır."
STU_001642,2026,Data Analyst,Tier 2,78.85,58.33,20.52,421.1,2.035,856.9,0.104,58.94,57.58,63.3,41.33,2.65,0,"Veri analizi alanında kariyer hedefi olan bu öğrenci, pratik deneyim kazanma noktasında belli bir ilerleme kaydetmiş. Ancak, sunum ve iletişim becerilerini geliştirmesi, projelerinin kalitesi üzerinde olumlu bir etki yaratabilir."
STU_002234,2026,AI Engineer,Tier 3,56.17,76.65,-20.48,419.5,2.035,853.8,0.103,76.48,76.86,88.61,40.0,3.46,1,"Makine öğrenimi ve proje kalitesi skorlarınız oldukça etkileyici. Ancak, iletişim ve takım çalışması alanlarında daha fazla gelişim göstermeye ihtiyacınız var. Özellikle müşteri projeleri üzerinde çalışma deneyimi kazanmak, yeteneklerinizi ve portföyünüzü güçlendirecektir."
STU_004783,2024,Data Scientist,Tier 2,82.28,58.63,23.65,559.2,1.512,845.3,0.102,59.3,57.82,66.59,33.55,3.53,0,"Veri bilimi alanındaki ilgisi ve makine öğrenimi bilgisi umut verici. Ancak, staj deneyimi ve proje portföyü açısından biraz daha aktif olmasının, yeteneklerini gerçek dünyada test etmesi için önem taşıdığını düşünüyorum."
STU_009678,2023,Data Scientist,Tier 1,86.38,57.16,29.22,853.6,0.989,844.5,0.102,58.04,56.09,30.53,46.48,2.58,2,"Veri bilimleri alanında hedeflerine odaklanan bu öğrenci, SQL ve makine öğrenimi konularında dikkate değer bir bilgi birikimine sahip. Ancak, iletişim ve sunum becerilerinde gelişim göstermesi gerekmekte; bu, teknik yetenekleriyle dengeli bir kariyer için kritik olacaktır."
STU_008526,2024,Frontend Developer,Tier 4,36.37,59.93,-23.56,554.8,1.512,838.8,0.101,60.27,59.51,51.39,25.15,3.28,1,"Öğrencinin frontend geliştirme yetenekleri sürekli gelişirken, backend konusundaki güçlü performansı dikkat çekiyor. Bununla birlikte, proje kalitesi ve iletişim becerilerindeki eksiklikler, kariyer yolculuğunda daha fazla odaklanması gereken alanlar olarak öne çıkıyor."
STU_003519,2025,Data Analyst,Tier 1,25.46,46.75,-21.29,453.3,1.845,836.2,0.101,45.36,48.46,50.61,38.3,3.77,2,"Henüz staj deneyimin olmaması, pratik bilgi birikimini sınırlıyor görünse de, takım çalışmasındaki uyum yeteneğin dikkat çekici. Verileri analiz etme becerini geliştirmek için daha fazla gerçek dünya deneyimi edinmeyi göz önünde bulundurmalısın."
STU_004637,2023,Backend Developer,Tier 2,32.25,61.26,-29.01,841.8,0.989,832.8,0.101,60.37,62.36,60.61,37.8,2.78,1,"Backend geliştirme hedefiyle ilerleyen bu öğrencinin, takım çalışması ve iletişim becerilerindeki potansiyelinin farkındayım. Ancak, teknik yeterlilik ve kodlama becerileri üzerinde daha fazla çalışması gerektiğini gözlemliyorum."
STU_003427,2026,AI Engineer,Tier 2,73.18,93.36,-20.18,407.3,2.035,828.9,0.1,94.4,92.09,88.19,47.27,3.54,1,"Bu öğrenci, proje kalitesinde yüksek bir standart yakalamış ve gerçekten etkileyici sonuçlar ortaya koymuş. Takım çalışmasında gösterdiği yetenekler, gelecekteki iş hayatında önemli bir avantaj sağlayacaktır, ancak iletişim becerilerini geliştirmesi gerektiğini gözlemledim."
STU_004088,2025,Product Analyst,Tier 2,24.82,46.01,-21.19,449.0,1.845,828.2,0.1,44.61,47.72,40.03,59.47,3.75,3,"Bu öğrenci, yazılım mühendisliği alanında açık bir kariyer hedefiyle yol alıyor; ancak temel becerilerinde gelişmeye ihtiyaç duyuyor. Makineler öğrenme ve SQL konularındaki puanları, veri odaklı bir rol için yeterli düzeyde değil. Daha fazla proje deneyimi kazanması, güçlü bir portföy oluşturmasına katkı sağlayacaktır."
STU_003103,2025,Backend Developer,Tier 4,96.19,75.03,21.16,447.7,1.845,825.9,0.1,76.22,73.57,68.93,49.98,3.32,1,"Gerçek müşteri projelerinde edindiği deneyim ile bu öğrenci, liderlik becerilerini ön plana çıkarıyor. Ancak, genel teknik yeterliliklerinin bazı alanlarda geliştirilmesi gerektiği gözlemleniyor. Takım içerisindeki uyum yeteneği dikkat çekici olsa da, teknik bilgi derinliği artırılmalı."
STU_004324,2024,AI Engineer,Tier 4,55.04,78.41,-23.37,546.1,1.512,825.6,0.1,79.21,77.43,52.15,36.17,2.57,2,"Yüksek kodlama ve makine öğrenimi becerileri, öğrencinin teknik yetkinliklerini oldukça üst seviyeye taşıdığına işaret ediyor. Ancak, proje kalitesi konusundaki geliştirmeleri, kariyer hedefleri doğrultusunda daha fazla başarı sağlamasına yardımcı olacaktır."
STU_006770,2025,Data Scientist,Tier 3,52.68,73.78,-21.1,445.3,1.845,821.5,0.099,74.85,72.48,49.89,55.28,3.03,1,"Veri bilimi alanındaki projelerde gösterdiği tutku ve yetkinlik, onu potansiyel bir Data Scientist olarak promise ediyor. Fakat, teknik mülakatlar ve iletişim gibi alanlarda daha fazla deneyim kazanması gerektiği kanaatindeyim. Gelişmekte olan bir yetenek olarak izlemede kalmayı sürdüreceğim."
STU_004468,2025,Software Developer,Tier 2,45.04,66.14,-21.1,445.2,1.845,821.2,0.099,66.37,65.85,57.88,34.96,2.84,0,"Yazılım mühendisliği kariyerin için sağlam bir temel oluşturuyorsun. Çeşitli alanlarda gösterdiğin performans, yazılım geliştirme yeteneğinin çok yönlü olduğunu gösteriyor. Ancak, iletişim ve teknik mülakat becerilerinde daha fazla çalışma yapman gerektiğini düşünüyorum."
STU_005372,2024,Frontend Developer,Tier 1,85.61,62.33,23.28,542.2,1.512,819.6,0.099,62.35,62.3,49.63,22.11,3.38,2,"Kodlama ve problem çözme konusundaki yetkinliğin, seni öne çıkaran faktörlerden biri. Ancak, daha fazla gerçek proje deneyimi kazanman gerektiğini gözlemliyorum. Takım çalışması ve liderlik becerilerini geliştirmek, kariyerinde daha sağlam bir temel oluşturmanı sağlayacaktır."
STU_001887,2024,Software Developer,Tier 3,35.5,58.71,-23.21,538.6,1.512,814.3,0.098,59.66,57.55,54.71,33.18,2.79,1,"Yürüttüğün stajlar, yazılım geliştirme alanında deneyim kazanmanı sağlarken, teknik mülakat puanının daha düşük olması gelişim alanların olduğunu gösteriyor. Mühendislik temellerine daha fazla odaklanarak kendini güçlü bir yazılım geliştirici olarak konumlayabilirsin."
STU_002405,2025,Frontend Developer,Tier 3,47.71,68.71,-21.0,441.1,1.845,813.7,0.098,68.45,69.03,59.88,54.29,3.79,1,"Yazılım mühendisi olarak sahip olduğu geniş bilgi birikimi ve liderlik becerileri etkileyici. Ancak, teknik becerilerinde ve iletişimde daha fazla pratik yapması gerektiğini belirtmeliyim."
STU_005200,2025,Data Scientist,Tier 2,31.18,52.14,-20.96,439.5,1.845,810.7,0.098,49.44,55.45,30.04,48.31,2.11,2,"Veri bilimi alanında kariyer hedefleyen bu öğrencim, teknik beceriler açısından bazı güçlü yönlere sahip olmasına rağmen, projelerinde ve portföyünde geliştirilmesi gereken alanlar bulunuyor. İletişim ve takım çalışması konusundaki potansiyeli, gelecekteki başarıları için önemli bir zemin hazırlayabilir."
STU_009690,2024,Backend Developer,Tier 1,94.95,71.84,23.11,533.9,1.512,807.1,0.098,72.35,71.22,4.95,69.63,3.1,4,"Sıfırdan projeler geliştirmedeki motivasyonu ve teknik bilgisi, gelecekte başarıya ulaşma isteğinin bir göstergesi. Proje kalitesi ve yeteneklerini geliştirmek için daha fazla fırsata ihtiyacı var, fakat şu anki kariyer başarısı skoruyla oldukça iyi bir konumda."
STU_008795,2024,Software Developer,Tier 3,34.38,57.47,-23.09,533.1,1.512,806.0,0.097,58.35,56.39,25.86,35.77,3.56,0,"Yazılım geliştirme konusundaki bilgi birikimi ve özellikle SQL’deki yüksek başarıları dikkat çekiyor. Ancak, teknik ve iletişim alanlarındaki zayıf noktaları, kariyer yolculuğunda engel teşkil edebilir."
STU_007324,2026,Data Analyst,Tier 4,32.37,52.26,-19.89,395.7,2.035,805.3,0.097,50.26,54.71,41.61,70.9,3.16,0,"Teknik becerilerinizde bazı boşluklar mevcut ve iletişim alanında da geliştirilmesi gereken yönler var. Ancak, freelance projeleriniz ve açık kaynak katkılarınız ile pratik yapma isteğiniz takdir ediliyor. Hedefledikleriniz için daha fazla deneyim kazanmanızı öneririm."
STU_007189,2024,AI Engineer,Tier 3,91.7,68.66,23.04,530.9,1.512,802.6,0.097,67.93,69.55,39.7,61.17,3.45,3,"Bu öğrencinin makine öğrenimi konusundaki bilgisi dikkat çekici düzeyde. Ancak, proje kalitesi üzerinde daha fazla çalışarak portföyünü güçlendirmesi ve çeşitli alanlarda deneyim kazanması önemli olacaktır."
STU_002458,2026,Data Analyst,Tier 2,73.62,93.45,-19.83,393.4,2.035,800.6,0.097,93.16,93.82,77.44,83.66,2.64,0,"Görünürlük oluşturmayı hedefleyen bu öğrenci, özellikle SQL becerisiyle projelerini etkili bir biçimde yönettikçe güçleniyor. Sunum becerileri olağanüstü ve bunu kariyerinde kullanma potansiyeli yüksek. Ancak, portföyünün zenginleşmesi için daha fazla projede yer alması faydalı olabilir."
STU_007000,2023,Data Scientist,Tier 3,96.97,68.57,28.4,806.5,0.989,797.9,0.096,67.84,69.46,19.69,77.42,3.02,1,"Öğrencinin veri bilimi alanındaki yüksek notları, analitik becerilerinin gelişmiş olduğunu gösteriyor. Ancak, proje kalitesi açısından daha fazla çalışma yapması gerekiyor. İletişim becerilerini geliştirmeye yönelmesi, takım içindeki etkileşimini ve etkisini artıracaktır."
STU_005238,2025,AI Engineer,Tier 2,46.4,67.2,-20.8,432.6,1.845,797.9,0.096,67.22,67.17,44.71,57.93,3.23,1,"Öğrenci, büyük bir portföy oluşturmuş ve açık kaynak katkılarıyla dikkat çekiyor. Ancak, sorun çözme ve veri yapıları konularında daha fazla çalışması gerektiğini gözlemledim; bu alanlardaki gelişim, onu hedeflediği AI Engineer rolüne daha da yaklaştıracaktır."
STU_002068,2024,Backend Developer,Tier 3,33.6,56.55,-22.95,526.8,1.512,796.4,0.096,57.48,55.42,59.08,43.97,2.39,4,"Kendi potansiyelini keşfetmekte olan bu öğrencinin, gördüğü stajlar ve açık kaynak katkıları yazılım geliştirme pratiği açısından değerli bir deneyim sunmuştur. Ancak, daha fazla teknik bilgi ve iletişim becerileri geliştirmesi gerektiğini gözlemliyorum."
STU_000672,2025,Data Scientist,Tier 4,36.45,57.22,-20.77,431.6,1.845,796.2,0.096,57.65,56.7,53.98,50.52,2.85,1,"Veri bilimi alanında kendisini geliştirme azmi takdire şayan ancak sektördeki pratik deneyim eksikliği, potansiyelini tam olarak ortaya koymasını engelliyor. Özellikle makine öğrenimi ve SQL konularında güçlü bir temel var, ancak iletişim ve liderlik becerilerini geliştirmesi faydalı olacaktır."
STU_004871,2025,Backend Developer,Tier 2,100.0,79.34,20.66,427.0,1.845,787.6,0.095,79.68,78.92,65.03,40.65,2.64,0,"Proje çalışmalarında yüksek bir backend geliştirme yeteneği sergileyen bu öğrenci, GitHub üzerindeki projeleriyle dikkat çekiyor. Ancak, iletişim ve sunum becerilerindeki eksiklikleri üzerinde çalışması gereken alanlar arasında."
STU_004732,2025,Backend Developer,Tier 3,91.16,70.53,20.63,425.4,1.845,784.8,0.095,70.34,70.77,53.6,54.02,3.63,2,"Arka plan geliştirme becerileri oldukça güçlü olan bu öğrenci, iletişim ve takım çalışması alanlarında da ilerleme kaydetmiş. Hackathonlarda kazandığı ödüller, çözüm üretme yeteneğinin yanı sıra özgüvenini de artırarak kariyerinde önemli bir adım atmasına yardımcı olacaktır."
STU_008106,2025,Frontend Developer,Tier 4,45.72,66.34,-20.62,425.0,1.845,784.0,0.095,65.45,67.42,44.48,90.1,3.07,1,"Öğrencinin frontend geliştirme konusundaki azmi ve SQL becerileri dikkat çekiyor. Ancak proje kalitesinin artırılması ve ekip çalışmalarında daha etkin rol alması gerektiğini gözlemledim. İletişim becerileri iyi olmakla birlikte, liderlik yönünü geliştirmek için fırsatlar aramalı."
STU_007395,2025,Cloud Engineer,Tier 3,86.63,66.1,20.53,421.4,1.845,777.3,0.094,65.16,67.25,29.38,67.62,2.98,2,"Bu öğrencim, bulut mühendisliği alanında kendini geliştirmeye istekli ve iletişim becerileri güçlü. Ancak, proje kalitesi ve portföy geliştirme konularında daha fazla çalışma yapması, kariyer hedeflerine ulaşmasında belirleyici bir adım olabilir."
STU_006523,2025,Backend Developer,Tier 3,36.44,56.97,-20.53,421.3,1.845,777.2,0.094,56.63,57.37,45.89,28.61,3.58,1,"Mühendislik temeline sahip olmandan dolayı güçlü bir analitik düşünme yeteneğin var. Ancak, backend geliştirme konusundaki puanın, daha fazla pratik yapman gerektiğini gösteriyor. Deneyim elde ettiğin projelerdeki müşteri geri bildirimi, gelecek projelerde önemli bir avantaj sağlayabilir."
STU_000298,2025,Data Scientist,Tier 3,39.03,59.54,-20.51,420.7,1.845,776.0,0.094,62.45,55.98,53.47,77.83,2.97,1,"Veri bilimi konusundaki merakı ve istatistiksel bilgi edinimi dikkat çekicidir. Ancak, daha fazla deneyime ihtiyaç duymakta; özellikle proje kalitesi ve iletişim becerileri üzerine çalışarak yazılım geliştirme sürecine daha fazla katkı sağlayabilir."
STU_005242,2025,MLOps Engineer,Tier 2,90.77,70.3,20.47,419.1,1.845,773.1,0.093,71.97,68.26,53.1,49.86,3.04,4,"MLOps mühendisliği hedefleriniz doğrultusunda, makine öğrenimi konusundaki derin bilginiz belirgin şekilde öne çıkıyor. İletişim becerilerinizi geliştirmek ve daha fazla projede yer almak, sizi bu alanda daha rekabetçi kılabilir. Liderlik tarafındaki güçlü yönleriniz ile takım projelerinde daha fazla görev almanızı öneririm."
STU_009447,2025,Software Developer,Tier 3,96.52,76.13,20.39,415.8,1.845,767.0,0.093,76.28,75.95,64.02,70.24,2.58,2,"Geliştirdiğin GitHub repo sayısı ve katıldığın hackathonlarla, yazılım geliştirme konusundaki azmin belirgin. Ancak, iletişim ve takım çalışması becerilerini geliştirmen, gelecekteki projelerde daha iyi sonuçlar almanı sağlayabilir."
STU_002194,2025,AI Engineer,Tier 3,56.38,76.74,-20.36,414.4,1.845,764.5,0.092,76.84,76.61,60.06,59.22,3.61,3,"Veri yapıları konusundaki yüksek başarısı ile dikkat çeken bu öğrenci, AI mühendisliği hedefleri doğrultusunda ilerleme kaydediyor. Ancak, teknik bilgilerini geliştirmek ve güçlü bir proje geçmişi oluşturmak için daha fazla deneyime ihtiyaç duyacak."
STU_005318,2025,Backend Developer,Tier 3,49.78,70.12,-20.34,413.9,1.845,763.5,0.092,68.49,72.12,61.49,32.51,3.46,0,"Matematik alanında sağlam bir altyapısı olan bu öğrenci, yazılım gelişimi sürecinde temel konulara hakim, ancak backend geliştirme hedefleri için daha fazla pratik yapması faydalı olabilir. Portföyündeki açık kaynak katkıları, onu daha deneyimli bir geliştirici haline getirebilir."
STU_004724,2025,Frontend Developer,Tier 2,84.91,64.62,20.29,411.6,1.845,759.2,0.092,66.44,62.4,42.43,48.75,3.04,1,"Özellikle frontend geliştirme konusundaki güçlü yönlerin, proje çalışmalarında belirgin olarak kendini gösteriyor. Yaratıcı yönün ve liderlik becerilerin, takım içindeki etkini artırırken, iletişimde daha fazla kendini geliştirmen gerekebilir. Hackathon deneyimin, problem çözme yeteneğini iyileştirmene katkıda bulunmuştur."
STU_007506,2026,Backend Developer,Tier 3,54.36,73.6,-19.24,370.0,2.035,753.0,0.091,72.46,74.99,53.39,94.03,3.08,1,"Öğrencinin yazılım geliştirme konusundaki yetenekleri dikkat çekici. GitHub üzerinde aktif bir şekilde projeler geliştirirken SQL konusunda gösterdiği beceri dikkat edilmeye değer. Ancak, takım çalışması ve iletişim konularında daha fazla deneyim kazanması, kariyerinde ilerlemesine büyük katkı sağlayacaktır."
STU_007951,2026,Backend Developer,Tier 2,94.03,74.8,19.23,369.8,2.035,752.5,0.091,75.45,74.01,46.29,64.12,3.36,0,"Özellikle problem çözme ve veri yapıları konusundaki yetenekleri ile dikkat çekiyor. Ancak proje kalitesi üzerinde daha fazla çalışarak, becerilerini uygulamaya dökme konusunda kendini geliştirmesi faydalı olacaktır."
STU_009697,2025,Cloud Engineer,Tier 1,85.03,64.84,20.19,407.8,1.845,752.2,0.091,64.91,64.75,54.42,45.51,3.03,1,"Gerçek müşteri projelerinde edindiğin tecrübe, seni diğer adaylardan ayıran önemli bir faktör. Teknik becerilerin geliştikçe, daha zorlu projelerde kendini denemeni öneririm. İletişim becerilerin mükemmel, ancak teknik yeterlilik konusunda kendini geliştirmeye devam etmelisin."
STU_002143,2023,AI Engineer,Tier 1,38.96,66.53,-27.57,760.0,0.989,751.8,0.091,66.86,66.12,80.44,22.82,3.32,1,"AI mühendisliği hedefi doğrultusunda, proje kalitesi konusunda oldukça başarılı bir performans sergiliyor. Ancak, teknik becerilerde daha fazla derinlik kazanması ve staj deneyimlerini artırması faydalı olacaktır. Open source katkıları, yeteneklerini geliştirmede iyi bir başlangıç."
STU_002765,2025,Backend Developer,Tier 1,50.47,70.61,-20.14,405.8,1.845,748.6,0.09,70.09,71.26,54.3,38.22,3.1,0,"Kodlama ve problem çözme konusundaki becerilerinle dikkat çekiyorsun; bu da seni backend geliştirme alanında güçlü bir aday yapıyor. Projelerine katkı sağlamak için daha fazla zaman ayırman, seni sektörde daha fazla görünür kılabilir."
STU_001660,2026,Product Analyst,Tier 1,90.57,71.41,19.16,367.2,2.035,747.3,0.09,69.53,73.7,66.1,25.33,3.28,1,"Proje deneyimleriniz ve açık kaynak katkılarınız, sizi ürün analisti rolüne hazırlamak için önemli bir temel oluşturuyor. Ancak teknik mülakat performansınızın geliştirilmesi, iş görüşmelerinde daha başarılı olmanıza yardımcı olabilir."
STU_008717,2023,Backend Developer,Tier 1,90.36,62.88,27.48,755.2,0.989,747.1,0.09,62.45,63.41,44.73,42.97,2.32,2,"Backend geliştirme konusundaki güçlü altyapınız, projelerdeki rolünüzü güçlendiriyor. Ancak, portföyünüz ve iletişim yetenekleriniz üzerinde daha fazla çalışmanız gerektiğini gözlemliyorum, bu da kariyerinizde sizi bir adım ileriye taşıyacaktır."
STU_000451,2026,MLOps Engineer,Tier 2,73.16,54.03,19.13,365.8,2.035,744.4,0.09,53.44,54.76,39.31,43.24,2.17,0,"Gelişiminiz, özellikle bulut ve DevOps konularına yatkın olduğunuzu gösteriyor. Ancak, veri yapıları ve makine öğrenimi gibi alanlarda daha fazla uygulama yapmanız faydalı olacaktır. GitHub üzerindeki projelerinizde daha fazla etkileşim ve katkı sağlayarak portföyünüzü güçlendirebilirsiniz."
STU_006614,2021,Data Analyst,Tier 4,95.68,58.72,36.96,1366.2,0.544,743.3,0.09,60.51,56.53,37.92,22.11,2.85,1,"Veri analisti olarak gösterdiğiniz başarı, özellikle kodlama ve SQL alanındaki yüksek başarınızla öne çıkıyor. Ancak proje kalitesi ve teknik mülakat puanlarınız, geliştirilmesi gereken alanlar olarak dikkat çekiyor. Takım çalışmalarınızdaki uyumunuz, gelecekteki fırsatlar için oldukça değerli bir özellik."
STU_008176,2025,Cybersecurity Analyst,Tier 3,74.48,54.42,20.06,402.3,1.845,742.1,0.09,53.46,55.6,33.82,83.96,2.43,0,"Proje sürecinde kendini geliştirme isteğin dikkat çekici. Özellikle makine öğrenimi ve bulut teknolojileri konusundaki bilgilerinin sağlam olması, kariyerine katkı sağlayacaktır. Ancak, proje kaliteni artırmak ve iletişim becerilerini güçlendirmek üzerine daha fazla çalışman gerektiğini düşünüyorum."
STU_004773,2026,Cloud Engineer,Tier 2,81.69,62.62,19.07,363.6,2.035,739.9,0.089,61.6,63.87,51.8,42.66,3.52,2,"Bulut mühendisliği kariyerine yönelirken, sahip olduğu yüksek kodlama ve problem çözme becerileri büyük bir avantaj. Ancak, teknik görüşmelerde daha fazla pratik yapması, her alanda performansını artırabilir."
STU_001489,2022,Frontend Developer,Tier 2,86.21,53.47,32.74,1072.1,0.681,730.5,0.088,55.12,51.45,23.84,53.74,3.0,0,"Temel programlama becerilerin ve yönetim bilgi sistemleri alanındaki eğitimine rağmen, proje kalitenin ve portföyünün daha da gelişmesi gerektiğini gözlemledim. Takım çalışması ve iletişim konularında biraz daha destek alarak ilerlemen faydalı olacaktır."
STU_005539,2024,Backend Developer,Tier 1,89.66,67.69,21.97,482.6,1.512,729.6,0.088,67.48,67.95,18.67,70.61,3.36,1,"Yazılım geliştirme alanında sağlam bir temel oluşturmuş olsa da, proje kalitesi üzerinde daha fazla çalışması gerekecektir. Alanında kendini geliştirmek için Github projelerini daha etkili hale getirerek portföyünü zenginleştirebilir."
STU_008682,2024,Cloud Engineer,Tier 3,38.45,60.4,-21.95,481.8,1.512,728.4,0.088,62.14,58.27,32.05,47.92,3.07,3,"Takım çalışmasındaki başarın ve açık kaynak projelerine olan katkıların, potansiyelini araştırmak için önemli bir temel oluşturuyor. Ancak, teknik becerilerin üzerinde çalışmaya ihtiyaç duyuyorsun ve iletişim becerilerini geliştirmek, seni daha da ileri taşıyacaktır."
STU_009742,2022,Product Analyst,Tier 3,31.04,63.68,-32.64,1065.0,0.681,725.7,0.088,63.5,63.89,36.34,75.73,3.28,3,"Kodlama ve problem çözme alanlarındaki başarıların, veri analizi konusundaki yeteneklerinin temelini oluşturuyor. Ancak, proje kalitesi her zaman beklenilenin altında kalmış. İletişim ve takım çalışması becerilerini geliştirerek daha etkili bir iş birliği sağlama potansiyeline sahipsin."
STU_000914,2026,DevOps Engineer,Tier 3,39.82,58.67,-18.85,355.3,2.035,723.1,0.087,57.87,59.65,63.05,39.64,3.06,0,"Yaratıcı projeler geliştirme konusundaki çalışmaları takdire şayan. Ancak, DevOps alanındaki teknik yeterliliklerini güçlendirmek için daha fazla deneyime ihtiyacı var. GitHub üzerindeki projelerde kendisini geliştirmesi, potansiyelini daha da parlatacaktır."
STU_004155,2026,DevOps Engineer,Tier 1,47.8,66.55,-18.75,351.5,2.035,715.3,0.086,69.75,62.63,52.01,28.84,3.08,3,"DevOps mühendisliği için en iyi adaylardan biri olarak öne çıkıyorsun. Proje kaliten ve liderlik becerilerin sayesinde, ekip içinde önemli bir rol üstlenebilirsin. Ancak teknik mülakatlarda daha fazla pratik yapman, kariyer hedeflerine ulaşmanda sana büyük katkı sağlayacaktır."
